OBJECTID,Column2,Column1,Dnum,Country,State,County,Age,Formation,Stage,Age_Date,AmmoniteZone,LocDescr,Resume_of_Fauna,IndexFossil,Collector,Date_,EandR,Map,USGS7_5,Lat_Pub,Long_Pub,Reference,Comments,last_modified,Orig_Resume_Fauna,FieldNum,FormationNew,species,Ammonite_,Type_,COUNT,N_F
180,7324,868,5402,USA,CO,Grand,Cretaceous,"Pierre Shale, lower part",,NA,,"E½NE¼ sec. 36, T. 1½ N., R. 81 W.","Inoceramus cf. I. subcompressus Meek & Hayden, Cymbophora sp., Baculites cf. B. gilberti Cobban, Scaphites sp.",,G. A. Izett,1966,CD-66-24D,Kremmling,Kremmling,40.0893,-106.412,,,02/18/2014,"Inoceramus cf. I. subcompressus Meek & Hayden, Cymbophora sp., Baculites cf. B. gilberti Cobban, Scaphites sp.",,Pierre,Scaphites sp.,Y,Ammonite,1,F
181,1064,889,14670,USA,CO,Montrose,Cretaceous,Praire Canyon Member,Campanian,NA,,"NE1/4 NE1/4 sec. 31, T. 15S., R. 44W. ","Scaphites ventrcosus?, Inoceramus sp., Baculites codyensis",,Noe,7/14/2007,,,Olathe NW,38.64685,-107.91409,,,02/18/2014,,DN-261,Praire Canyon,Scaphites ventrcosus?,Y,Ammonite,1,F
182,5234,686,2347,USA,CO,Pitkin,Cretaceous,"Mancos shale, within 20-foot interval above a sandstone ledge approximately 1,100 feet below lowest coal of Mesaverde formation.",Campanian,NA,,"North Thompson Creek, in the NW1/4 sec. 35, T. 8 S., R. 89 W.","Inoceramus sp., Baculites sp., Exiteloceras sp., Solenoceras sp.,",,"L. C. Craig, J. R. Donnell, J. F. Murphy, A. D. Zapp",21864,"F-59-11D, 18D",,Stony Ridge,39.31817,-107.3007,,,02/18/2014,"Inoceramus sp., Baculites sp., Exiteloceras sp., Solenoceras sp.,",,Mancos,Solenoceras sp.,Y,Ammonite,1,F
183,5841,702,1066,USA,CO,Pitkin,Cretaceous,"Mesaverde formation , from calcareous concretions 25-30 feet above basal sandstone .",Campanian,NA,,"Beside road to North Thompson Creek coal mine 6 mile southwest of Carbondale in sec .26,T.8S.,R.89 W.","Inoceramus ,Solenoceras.",,"W.A. Cobban, G.R. Scott",9/25/1956,0,,Stony Ridge,39.029,-107.2965,,,02/18/2014,"Inoceramus ,Solenoceras.",,Mesaverde,Solenoceras,Y,Ammonite,1,F
184,740,886,6729,USA,CO,Elbert,Cretaceous,Pierre Shale. Transsition member.,,NA,,"Road cut in the SE¼ sec.25, T.8S., R.58W",Sphenodiscus sp.,Sphenodiscus-Coahuilites,Scott & Sharps,5/23/1968,SR-68-10D,,,39.32014,-103.83037,,,02/18/2014,Sphenodiscus sp.,,Pierre,Sphenodiscus sp.,Y,Ammonite,1,F
185,1111113,431,1089,USA,CO,Douglas,Cretaceous,From tan - weathering chalyshale 8 to12 feet above D1088,,NA,,"in the SE1/4SW1/4NW1/4sec.35, T.6 S., R.69 W. Same locality asD1088","Mytiloides mytiloides (Mantell) ,Ostrea sp.Collignoniceras?sp","Mytiloides nodosoites, M. mytiloides",G.R.Scott,10/15/1956,,Kassler,,39.48683,-105.08851,PP 421-B,"Mytilodies mytiloides (Mantell) replaces Inoceramus labiatus of earlier reports (Cobban, W. A., OF-71-3Da, 4/1974).",02/18/2014,"Inoceramus labiatus ,Ostrea sp.Collignoniceras?sp",,,Collignoniceras? sp.,Y,Ammonite,1,F
186,483,635,7647,USA,CO ,Moffat,Cretaceous,"Mancos Shale, from limestone concretions in bald - weathering shale 1,520 ft below Castlegate Sandstone ",Campanian,NA,,"Center of NW1/4 sec. 14, T. 1 N., R. 102 W.","Baculites aquilaensis Reeside, Haresiceras sp.",,J. R. Gill ,25576,OF-70-9D,Cactus Reservoir ,,40.05907,-108.81588,,,02/18/2014,"Baculites aquilaensis Reeside, Haresiceras sp.",,Mancos,Baculites aquilaensis Reeside,Y,Ammonite,1,F
187,470,614,7770,USA,CO ,Dolores,Cretaceous,"Mancos Shale, from closely spaced lengthy orange - weathering limestone concretions 60 ft above D7769",,NA,,"SE1/4 SE1/4 SW1/4 sec. 19, T. 42 N., R. 13 W. (unsurveyed)",Baculites aquilaensis Reeside ,,"Burkholder, Cobban",9/17/1970,OF-70-9D,Lone Cone,,37.88232,-108.34742,,,02/18/2014,Baculites aquilaensis Reeside ,,Mancos,Baculites aquilaensis Reeside ,Y,Ammonite,1,F
188,501,660,7769,USA,CO ,Dolores,Cretaceous,"Mancos Shale, from small dusky - red - weathering ferro - calcareous concretions in sandy shale about 185 ft below base of transition to Mesaverde Formation ",Campanian,NA,,"SE1/4 SE1/4 SW1/4 sec. 19, T. 42 N., R. 13 W. (unsurveyed)",Baculites aquilaensis Reeside ,,W. A. Cobban ,9/17/1970,OF-70-9D,Lone Cone,,37.88232,-108.34742,,,02/18/2014,Baculites aquilaensis Reeside ,,Mancos,Baculites aquilaensis Reeside ,Y,Ammonite,1,F
189,565,55,7767,USA,CO ,San Miguel,Cretaceous,Base of Mesaverde Formation ,Campanian,NA,,"SW1/4 SE1/4 sec. 3, T. 43 N., R. 16 W. (unsurveyed)",Baculites aquilaensis Reeside ,,F. J. James ,9/16/1970,OF-70-9D,Basin,,38.01239,-108.61891,,,02/18/2014,Baculites aquilaensis Reeside ,,Mesaverde,Baculites aquilaensis Reeside ,Y,Ammonite,1,F
190,587,705,7762,USA,CO ,San Miguel,Cretaceous,"Mesaverde Formation, about 70 ft above base ",Campanian,NA,,"NE1/4 NW1/4 NE1/4 sec. 10, T. 43 N., R. 16 W.",Baculites aquilaensis Reeside (late form),,J. R. Gill and F. J. James ,9/15/1970,OF-70-9D,Basin,,38.00967,-108.61809,,,02/18/2014,Baculites aquilaensis Reeside (late form),,Mesaverde,Baculites aquilaensis Reeside ,Y,Ammonite,1,F
191,4521,587,7772,USA,CO ,Dolores,Cretaceous,"Mancos Shale, about 70 ft below base of transition to Mesaverde ",Campanian,NA,,"SW1/4 SW1/4 SE1/4 sec. 19, T. 42 N., R. 13 W.",Baculites aquilaensis Reeside ,,J. R. Gill ,9/17/1970,OF-70-9D,Lone Cone,,37.88217,-108.34492,,,02/18/2014,Baculites aquilaensis Reeside ,,Mancos,Baculites aquilaensis Reeside ,Y,Ammonite,1,F
192,827,639,7797,USA,CO ,Mesa,Cretaceous,"Mancos Shale, from orange - weathering slabby septarian limestone concretions at top of Sharon Springs ","Campanian, middle",NA,,"SW1/4 SE1/4 NW1/4 sec. 10, T. 1 N., R. 1 E","Baculites asperiformis Meek, Hoploscaphites sp.",,E. A. Merewether ,25729,OF-70-9D,Round Mountain ,,39.1719,-108.47183,,,02/18/2014,"Baculites asperiformis Meek, Hoploscaphites sp.",,Sharon Springs,Baculites asperiformis Meek,Y,Ammonite,1,F
193,833,661,7832,USA,CO ,Mesa,Cretaceous,"Mancos Shale, from tepee - butte limestone 200 ft above top of Sharon Springs Member ","Campanian, middle",NA,,"Book Cliffs Mine area in the center of the NE1/4 sec. 4, T. 1 N., R. 1 E.",Baculites asperiformis Meek ,,J. R. Gill & E. A. Merewether ,25912,OF-70-9D,Round Mountain,,39.18867,-108.48357,,,02/18/2014,Baculites asperiformis Meek ,,Sharon Springs,Baculites asperiformis Meek ,Y,Ammonite,1,F
194,11831,653,7824,USA,CO ,Mesa,Cretaceous,"Mancos Shale, from sandy tepee - butte limestone 165 ft above top of Sharon Springs Member ","Campanian, middle",NA,,"Book Cliffs Mine area in the center of the NE1/4 sec. 4, T. 1 N., R. 1 E.",Oxytoma sp. Baculites asperiformis Meek ,,J. R. Gill & E. A. Merewether ,25912,OF-70-9D,Round Mountain,,39.18867,-108.48357,,,02/18/2014,Oxytoma sp. Baculites asperiformis Meek ,,Sharon Springs,Baculites asperiformis Meek ,Y,Ammonite,1,F
195,473,617,10859,USA,CO ,La Plata,Cretaceous ,"Mancos Shale, from dark ls. concrs.","Campanian, Middle  80.04 MY",NA,,"Orig. No. 77-SF-22. Roadcut NWof SW1/4 NW1/4 sec. 28, T. 35 N., R. 9 W.",Baculites ex gr. obtusus-maclearni.,,Glenn & Juanita Scott.,5/22/1977,0,Durango East ,,37.2718,-107.86435,,,02/18/2014,Baculites ex gr. obtusus-maclearni.,,Mancos,Baculites ex gr. obtusus-maclearni.,Y,Ammonite,1,F
196,474,619,7821,USA,CO ,Garfield,Cretaceous,"Mancos Shale, from dusky - red - weathering slabby ferruginous concretions 180 ft below top of Castlegate Sandstone ","Campanian, Middle",NA,,"Prairie Canyon in the NE1/4 sec. 18, T. 8 S., R. 104 W. Prairie Canyon",Baculites mclearni Landes ,Inoceramus azerbaidjanensis,J. R. Gill & E. A. Merewether ,25882,OF-70-9D,,Bar X Wash,39.3702,-109.02655,OFR 2006-1326,,02/18/2014,Baculites mclearni Landes ,,Mancos,Baculites mclearni Landes ,Y,Ammonite,1,F
197,8231,620,7830,USA,CO ,Mesa,Cretaceous,"Mancos Shale, from dusky - red - weathering slabby ferruginous concretions 30 ft above top of Sharon Springs Member ","Campanian, Middle",NA,,"Book Cliffs Mine area in the center of the NE1/4 sec. 4, T. 1 N., R. 1 E.",Baculites mclearni Landes?,Inoceramus azerbaidjanensis,J. R. Gill & E. A. Merewether ,25912,OF-70-9D,Round Mountain,,39.18867,-108.48357,,,02/18/2014,Baculites mclearni Landes?,,Sharon Springs,Baculites mclearni Landes?,Y,Ammonite,1,F
198,447,578,7558,USA,CO ,Garfield,Cretaceous,"Mancos Shale, about 20 ft above 1 - ft bentonite bed in black flaky shale and about 70 ft below Castlegate Sandstone ","Campanian, Middle  80.04 MY",NA,,"NW1/4 NE1/4 sec. 13, T. 8 S., R. 105 W.",Baculites obtusus Meek ,,"J. R. Gill, C. Eiriksson",6/22/1970,OF-70-9D,,,39.3722,-109.04514,OFR 2006-1326,,02/18/2014,Baculites obtusus Meek ,,Mancos,Baculites obtusus Meek ,Y,Ammonite,1,F
199,828,648,7796,USA,CO ,Mesa,Cretaceous,"Mancos Shale, from red - weathering platy ferruginous concretions in upper part of Sharon Springs Member ","Campanian, Middle  80.04 MY",NA,,"SW1/4 SE1/4 NW1/4 sec. 10, T. 1 N., R. 1 E.",Baculites obtusus Meek ,,J. R. Gill ,25729,OF-70-9D,Round Mountain ,,39.1719,-108.47183,,,02/18/2014,Baculites obtusus Meek ,,Sharon Springs,Baculites obtusus Meek ,Y,Ammonite,1,F
200,834,665,7798,USA,CO ,Mesa,Cretaceous,"Mancos Shale, from yellow - weathering limestone concretions 8 ft below organic - rich Sharon Springs ","Campanian, Middle  80.04 MY",NA,,"SW1/4 SE1/4 NW1/4 sec. 10, T. 1 N., R. 1 E",Baculites obtusus Meek ,,E. A. Merewether ,25729,OF-70-9D,Round Mountain ,,39.1719,-108.47183,,,02/18/2014,Baculites obtusus Meek ,,Sharon Springs,Baculites obtusus Meek ,Y,Ammonite,1,F
201,4331,560,7820,USA,CO ,Garfield,Cretaceous,"Mancos Shale, 210 ft below top of Castlegate Sandstone  eqivalent","Campanian, Middle  80.04 MY",NA,,"Prairie Canyon in the NE1/4 sec. 18, T. 8 S., R. 104 W. Prairie Canyon","Lucina subundata Hall and Meek, Baculites obtusus Meek ",,J. R. Gill & E. A. Merewether ,25882,OF-70-9D,,Bar X Wash,39.3702,-109.02655,OFR 2006-1326,,02/18/2014,"Lucina subundata Hall and Meek, Baculites obtusus Meek ",,Mancos,Baculites obtusus Meek ,Y,Ammonite,1,F
202,4821,634,7685,USA,CO ,Garfield,Cretaceous,"Mancos Shale, from limestone concretions in a hard flaky shale that contains three or more thick bentonite beds","Campanian, Middle  80.04 MY",NA,,"Canyon Creek in SE1/4 SW1/4 SW1/4 sec. 3, T. 6 S., R. 90 W.",Baculites obtusus Meek ,,J. R. Gill ,8/15/1970,OF-70-9D,Storm King Mountain ,,39.5518,-107.43412,,,02/18/2014,Baculites obtusus Meek ,,Mancos,Baculites obtusus Meek ,Y,Ammonite,1,F
203,6691,756,7893,USA,CO ,Crowley,Cretaceous,Pierre Shale,"Campanian, Middle  80.04 MY",NA,,"Center of the west of sec. 16, T. 20 S., R. 56 W.","Inoceramus subcompressus Meek & Hayden, Baculites obtusus Meek ",,J. A. Sharps ,1971,RME-71-8D,,,38.31546,-103.67769,,,02/18/2014,"Inoceramus subcompressus Meek & Hayden, Baculites obtusus Meek ",,Pierre,Baculites obtusus Meek ,Y,Ammonite,1,F
204,8131,566,7829,USA,CO ,Mesa,Cretaceous,"Mancos Shale, 30 ft below top of Sharon Springs Member ","Campanian, Middle  80.04 MY",NA,,"Book Cliffs Mine area in the center of the NE1/4 sec. 4, T. 1 N., R. 1 E.","Inoceramus sp., Baculites obtusus Meek ",,J. R. Gill & E. A. Merewether ,25912,OF-70-9D,Round Mountain,,39.18867,-108.48357,,,02/18/2014,"Inoceramus sp., Baculites obtusus Meek ",,Sharon Springs,Baculites obtusus Meek ,Y,Ammonite,1,F
205,8151,572,7828,USA,CO ,Mesa,Cretaceous,"Mancos Shale, 50 ft below top of Sharon Springs Member ","Campanian, Middle  80.04 MY",NA,,"Book Cliffs Mine area in the center of the NE1/4 sec. 4, T. 1 N., R. 1 E.","Inoceramus sp., Baculites obtusus Meek ",,J. R. Gill & E. A. Merewether ,25912,OF-70-9D,Round Mountain,,39.18867,-108.48357,,,02/18/2014,"Inoceramus sp., Baculites obtusus Meek ",,Sharon Springs,Baculites obtusus Meek ,Y,Ammonite,1,F
206,8212,612,7833,USA,CO ,Delta,Cretaceous,"Mancos Shale, from base of Sharon Springs Member ","Campanian, Middle  80.04 MY",NA,,"NE1/4 SW1/4 sec. 10, T. 14 S., R. 96 W.","Inoceramus sp., Baculites obtusus Meek ",,J. R. Gill & E. A. Merewether ,10/13/1970,OF-70-9D,North Delta,North Delta,38.847,-108.11379,OFR 2006-1326,,02/18/2014,"Inoceramus sp., Baculites obtusus Meek ",,Sharon Springs,Baculites obtusus Meek ,Y,Ammonite,1,F
207,8321,658,7795,USA,CO ,Mesa,Cretaceous,"Mancos Shale, from Sharon Springs Member and about 100 ft above D7794","Campanian, Middle  80.04 MY",NA,,"NE1/4 sec. 25, T. 1 N., T. 1 E.","Inoceramus sp., Baculites obtusus Meek ",,J. R. Gill & E. A. Merewether ,25698,OF-70-9D,Round Mountain ,,39.1312,-108.4275,,,02/18/2014,"Inoceramus sp., Baculites obtusus Meek ",,Sharon Springs,Baculites obtusus Meek ,Y,Ammonite,1,F
208,556,8,7774,USA,CO ,San Miguel,Cretaceous,About 100 ft above base of Mesaverde Formation ,Campanian,NA,,"SE1/4 SW1/4 sec. 19, T. 42 N., R. 13 W",Baculites sp.,,J. R. Gill ,9/17/1970,OF-70-9D,Lone Cone,,37.88289,-108.34887,,,02/18/2014,Baculites sp.,,Mesaverde,Baculites sp.,Y,Ammonite,1,F
209,814,569,7808,USA,CO ,Mesa,Cretaceous,"Mancos Shale, 40 ft below Sharon Springs Member ",Campanian,NA,,"SW1/4 sec. 7, T. 9 S., R. 100 W",Baculites sp.,,J. R. Gill & E. A. Merewether ,25851,OF-70-9D,,Corcoran Peak,39.2834,-108.59887,,,02/18/2014,Baculites sp.,,Sharon Springs,Baculites sp.,Y,Ammonite,1,F
210,819,607,7683,USA,CO ,Garfield,Cretaceous,"Mancos Shale, from about 100 ft below top of sandstone and shale unit below Sharon Springs",Campanian,NA,,"Canyon Creek in SE1/4 SW1/4 SW1/4 sec. 3, T. 6 S., R. 90 W",Baculites sp.,,J. R. Gill ,8/15/1970,OF-70-9D,Storm King Mountain ,,39.5518,-107.43412,,,02/18/2014,Baculites sp.,,Sharon Springs,Baculites sp.,Y,Ammonite,1,F
211,8112,558,7825,USA,CO ,Mesa,Cretaceous,"Mancos Shale, 190 ft below top of Sharon Springs Member ",Campanian,NA,,"Book Cliffs Mine area in the center of the NE1/4 sec. 4, T. 1 N., R. 1 E","Inoceramus sp., Baculites sp.",,J. R. Gill & E. A. Merewether ,25912,OF-70-9D,Round Mountain,,39.18867,-108.48357,,,02/18/2014,"Inoceramus sp., Baculites sp.",,Sharon Springs,Baculites sp.,Y,Ammonite,1,F
212,8181,601,7684,USA,CO ,Garfield,Cretaceous,"Mancos Shale, from 3 ft below Sharon Springs",Campanian,NA,,"Canyon Creek in SE1/4 SW1/4 SW1/4 sec. 3, T. 6 S., R. 90 W.","Ostrea sp., Baculites sp.",,J. R. Gill ,8/15/1970,OF-70-9D,Storm King Mountain ,,39.5518,-107.43412,,,02/18/2014,"Ostrea sp., Baculites sp.",,Sharon Springs,Baculites sp.,Y,Ammonite,1,F
213,8222,618,7826,USA,CO ,Mesa,Cretaceous,"Mancos Shale, from dusky - red - weathering slabby ferruginous concretions 125 ft below top of Sharon Springs Member ","Campanian, Lower about 80.5 MY",NA,,"Book Cliffs Mine area in the center of the NE1/4 sec. 4, T. 1 N., R. 1 E","Inoceramus sp., Baculites sp., (weak flank ribs) ",,J. R. Gill & E. A. Merewether ,25912,OF-70-9D,Round Mountain,,39.18867,-108.48357,,,02/18/2014,"Inoceramus sp., Baculites sp., (weak flank ribs) ",,Sharon Springs,Baculites sp.,Y,Ammonite,1,F
214,8241,623,7793,USA,CO ,Mesa,Cretaceous,"Mancos Shale, from gray limestone concretions in dark flaky shale below the Sharon Springs Member",Campanian,NA,,"NE1/4 sec. 25, T. 1 N., T. 1 E","Baculites sp., Scaphites n. sp. (Indoscaphites)",,E. A. Merewether ,25698,OF-70-9D,Round Mountain ,,39.1312,-108.4275,,,02/18/2014,"Baculites sp., Scaphites n. sp. (Indoscaphites)",G70-252,Sharon Springs,Baculites sp.,Y,Ammonite,1,F
215,443,574,7652,USA,CO ,Moffat,Cretaceous,"Mancos Shale, 760 ft below Castlegate Sandstone ","Campanian, Lower about 80.5 MY",NA,,"Center of NW1/4 sec. 14, T. 1 N., R. 102 W",Baculites sp. (weak flank ribs),,J. R. Gill ,25576,OF-70-9D,Cactus Reservoir,,40.05907,-108.81588,,,02/18/2014,Baculites sp. (weak flank ribs),,Mancos,Baculites sp. ,Y,Ammonite,1,F
216,816,573,7827,USA,CO ,Mesa,Cretaceous,"Mancos Shale, 75 ft below top of Sharon Springs Member ","Campanian, Lower about 80.5 MY",NA,,"Book Cliffs Mine area in the center of the NE1/4 sec. 4, T. 1 N., R. 1 E","Baculites sp. (weak flank ribs), Hoploscaphites sp.",,J. R. Gill & E. A. Merewether ,25912,OF-70-9D,Round Mountain,,39.18867,-108.48357,,,02/18/2014,"Baculites sp. (weak flank ribs), Hoploscaphites sp.",,Sharon Springs,Baculites sp. ,Y,Ammonite,1,F
217,5041,666,7794,USA,CO ,Mesa,Cretaceous,"Mancos Shale, from yellow - weathering septarian limestone concretion 25 ft above D7793","Campanian, Lower about 80.5 MY",NA,,"NE1/4 sec. 25, T. 1 N., T. 1 E","Inoceramus sp., Baculites sp. (weak flank ribs)",,J. R. Gill & E. A. Merewether ,25698,OF-70-9D,Round Mountain ,,39.1312,-108.4275,OFR 2006-1326,,02/18/2014,"Inoceramus sp., Baculites sp. (weak flank ribs)",,Mancos,Baculites sp. ,Y,Ammonite,1,F
218,8121,559,7809,USA,CO ,Mesa,Cretaceous,"Mancos Shale, 20 ft below Sharon Springs bentonites","Campanian, Lower about 80.5 MY",NA,,"SW1/4 sec. 7, T. 9 S., R. 100 W ",Baculites sp. (weak flank ribs),,J. R. Gill & E. A. Merewether ,25851,OF-70-9D,,Corcoran Peak,39.2834,-108.59887,OFR 2006-1326,,02/18/2014,Baculites sp. (weak flank ribs),,Sharon Springs,Baculites sp. ,Y,Ammonite,1,F
219,439,567,7818,USA,CO ,Garfield,Cretaceous,"Mancos Shale, 340 ft below top of Castlegate Sandstone ","Campanian, Lower about 80.5 MY",NA,,"Prairie Canyon in the NE1/4 sec. 18, T. 8 S., R. 104 W.",Baculites sp. (weak flank ribs) ,,J. R. Gill & E. A. Merewether ,25882,OF-70-9D,,Bar X Wash,39.3702,-109.02655,,,02/18/2014,Baculites sp. (weak flank ribs) ,,Mancos,Baculites sp.  ,Y,Ammonite,1,F
220,440,568,7817,USA,CO ,Garfield,Cretaceous,"Mancos Shale, 370 ft below top of Castlegate Sandstone  equivalant","Campanian, Lower about 80.5 MY",NA,,"Prairie Canyon in the NE1/4 sec. 18, T. 8 S., R. 104 W. Prairie Canyon",Baculites sp. (weak flank ribs) ,,J. R. Gill & E. A. Merewether ,25882,OF-70-9D,,Bar X Wash,39.3702,-109.02655,OFR 2006-1326,,02/18/2014,Baculites sp. (weak flank ribs) ,,Mancos,Baculites sp.  ,Y,Ammonite,1,F
221,455,590,7819,USA,CO ,Garfield,Cretaceous,"Mancos Shale, about same level as D7818","Campanian, Lower about 80.5 MY",NA,,"Prairie Canyon in the NE1/4 sec. 18, T. 8 S., R. 104 W.",Baculites sp. (weak flank ribs) ,,J. R. Gill & E. A. Merewether ,25882,OF-70-9D,,Bar X Wash,39.3702,-109.02655,,,02/18/2014,Baculites sp. (weak flank ribs) ,,Mancos,Baculites sp.  ,Y,Ammonite,1,F
222,485,637,10860,USA,CO ,La Plata,Cretaceous ,"Mancos Shale, from ls. concrs. Lower than D10859.",,NA,,"Orig. No. 77-SF-23. Roadcut in NW1/4 NE1/4 NW1/4 sec. 20, T. 35 N., R. 9 W.",Haresiceras mancosense,,Glenn & Juanita Scott.,5/22/1977,0,Durango East ,,37.29108,-107.8793,,,02/18/2014,Haresiceras mancosense,,Mancos,Haresiceras mancosense,Y,Ammonite,1,F
223,493,646,7741,USA,CO ,Pitkin,Cretaceous,"Mancos Shale, from pale - orange - weathering silty limestone concretions 350 ft above Niobrara ",Campanian,NA,,"North Thompson Creek in the center of the east line of SE1/4 SE1/4 NE1/4 sec. 26, T. 8 S., R. 89 W.",Haresiceras natronense Reeside ,Haresiceras placentiform and H. natronense,J. R. Gill ,25758,OF-70-9D,Stony Ridge,,39.33125,-107.28803,,,02/18/2014,Haresiceras natronense Reeside ,,Mancos,Haresiceras natronense Reeside ,Y,Ammonite,1,F
224,496,651,7557,USA,CO ,Mesa,Cretaceous,"Mancos Shale, from sandy concretions at base of soft muddy sandstone several hundred feet below Castlegate Sandstone ",Campanian,NA,,"NE1/4 sec. 29, T. 8 S., R. 105 W.",Haresiceras natronense Reeside ,Haresiceras placentiform and H. natronense,"J. R. Gill, C. Eiriksson",6/27/1970,OF-70-9D,Bar X Wash,,39.3439,-109.006,OFR 2006-1326,,02/18/2014,Haresiceras natronense Reeside ,,Mancos,Haresiceras natronense Reeside ,Y,Ammonite,1,F
225,4831,635,7647,USA,CO ,Moffat,Cretaceous,"Mancos Shale, from limestone concretions in bald - weathering shale 1,520 ft below Castlegate Sandstone ",Campanian,NA,,"Center of NW1/4 sec. 14, T. 1 N., R. 102 W.","Baculites aquilaensis Reeside, Haresiceras sp.",,J. R. Gill ,25576,OF-70-9D,Cactus Reservoir ,,40.05907,-108.81588,,,02/18/2014,"Baculites aquilaensis Reeside, Haresiceras sp.",,Mancos,Haresiceras sp.,Y,Ammonite,1,F
226,820,609,7834,USA,CO ,Delta,Cretaceous,"Mancos Shale, from adusky - red - weathering ferruginous concretion about 100 ft above Sharon Springs Member ",Campanian,NA,,"NE1/4 SW1/4 sec. 10, T. 14 S., R. 96 W",Hoploscaphites sp.,,E. A. Merewether ,10/13/1970,OF-70-9D,North Delta,,38.84774,-108.11753,,,02/18/2014,Hoploscaphites sp.,,Sharon Springs,Hoploscaphites sp.,Y,Ammonite,1,F
227,8161,573,7827,USA,CO ,Mesa,Cretaceous,"Mancos Shale, 75 ft below top of Sharon Springs Member ","Campanian, Lower about 80.5 MY",NA,,"Book Cliffs Mine area in the center of the NE1/4 sec. 4, T. 1 N., R. 1 E","Baculites sp. (weak flank ribs), Hoploscaphites sp.",,J. R. Gill & E. A. Merewether ,25912,OF-70-9D,Round Mountain,,39.18867,-108.48357,,,02/18/2014,"Baculites sp. (weak flank ribs), Hoploscaphites sp.",,Sharon Springs,Hoploscaphites sp.,Y,Ammonite,1,F
228,8271,639,7797,USA,CO ,Mesa,Cretaceous,"Mancos Shale, from orange - weathering slabby septarian limestone concretions at top of Sharon Springs ","Campanian, middle",NA,,"SW1/4 SE1/4 NW1/4 sec. 10, T. 1 N., R. 1 E","Baculites asperiformis Meek, Hoploscaphites sp.",,E. A. Merewether ,25729,OF-70-9D,Round Mountain ,,39.1719,-108.47183,,,02/18/2014,"Baculites asperiformis Meek, Hoploscaphites sp.",,Sharon Springs,Hoploscaphites sp.,Y,Ammonite,1,F
229,428,553,7771,USA,CO ,Dolores,Cretaceous,"Mancos Shale, (upper 100') from small yellow - brown - to dusky - orange - weathering sandy nodular limestone concretions 100 ft above D7769","Campanian, Lower about 81.7 MY",NA,,"SE1/4 SE1/4 SW1/4 sec. 19, T. 42 N., R. 13 W. (unsurveyed)",Scaphites hippocrepis (DeKay) ,Scaphites hippocrepis,"Burkholder, Cobban",9/17/1970,OF-70-9D,Lone Cone,,37.88232,-108.34742,,,02/18/2014,Scaphites hippocrepis (DeKay) ,,Mancos,Scaphites hippocrepis  ,Y,Ammonite,1,F
230,438,565,7773,USA,CO ,Dolores,Cretaceous,"Mancos Shale, 30 ft below base of transition to Mesaverde ","Campanian, Lower about 81.7 MY",NA,,"SW1/4 SW1/4 SE1/4 sec. 19, T. 42 N., R. 13 W.",Scaphites hippocrepis (DeKay) I,,J. R. Gill ,9/17/1970,OF-70-9D,Lone Cone,,37.88217,-108.34492,,,02/18/2014,Scaphites hippocrepis (DeKay) I,,Mancos,Scaphites hippocrepis I,Y,Ammonite,1,F
231,449,582,7753,USA,CO ,San Miguel,Cretaceous,"Mancos Shale, about 210 ft below transition with Mesaverde","Campanian, Lower about 81.7 MY",NA,,"NE1/4 NE1/4 NE1/4 sec. 10, T. 43 N., R. 16 W",Scaphites hippocrepis (DeKay) I,Scaphites hippocrepis,"J. R. Gill and F. J. James, Gill, James, Burkholder & Cobban ","9/14/70, 9/15/70",OF-70-9D,Basin,,38.00913,-108.61355,,,02/18/2014,Scaphites hippocrepis (DeKay) I,,Mancos,Scaphites hippocrepis I,Y,Ammonite,1,F
232,479,631,7754,USA,CO ,San Miguel,Cretaceous,"Mancos Shale, from large yellow - weathering sandy limestone concretions higher than D7753","Campanian, Lower about 81.7 MY",NA,,"NE1/4 NE1/4 NE1/4 sec. 10, T. 43 N., R. 16 W.",Scaphites hippocrepis (DeKay) I,Scaphites hippocrepis,Burkholder & James,9/16/1970,OF-70-9D,Basin,,38.00913,-108.61355,,,02/18/2014,Scaphites hippocrepis (DeKay) I,,Mancos,Scaphites hippocrepis I,Y,Ammonite,1,F
233,429,554,7654,USA,CO ,Moffat,Cretaceous,"Mancos Shale, 1,580 ft below Castlegate Sandstone ","Campanian, Lower about 81.7 MY",NA,,"Center of NW1/4 sec. 14, T. 1 N., R. 102 W.",Scaphites hippocrepis (DeKay) III,Scaphites hippocrepis,J. R. Gill ,25666,OF-70-9D,Cactus Reservoir,,40.05907,-108.81588,,,02/18/2014,Scaphites hippocrepis (DeKay) III,,Mancos,Scaphites hippocrepis III,Y,Ammonite,1,F
234,8242,623,7793,USA,CO ,Mesa,Cretaceous,"Mancos Shale, from gray limestone concretions in dark flaky shale below the Sharon Springs Member",Campanian,NA,,"NE1/4 sec. 25, T. 1 N., T. 1 E","Baculites sp., Scaphites n. sp. (Indoscaphites)",,E. A. Merewether ,25698,OF-70-9D,Round Mountain ,,39.1312,-108.4275,,,02/18/2014,"Baculites sp., Scaphites n. sp. (Indoscaphites)",G70-252,Sharon Springs,Scaphites n. sp. ,Y,Ammonite,1,F
