OBJECTID,Column2,Column1,Dnum,Country,State,County,Age,Formation,Stage,Age_Date,AmmoniteZone,LocDescr,Resume_of_Fauna,IndexFossil,Collector,Date_,EandR,Map,USGS7_5,Lat_Pub,Long_Pub,Reference,Comments,last_modified,Orig_Resume_Fauna,FieldNum,FormationNew,species,Ammonite_,Type_,COUNT,N_F
861,8834,361,3051,USA,WY,Carbon,Upper Cretaceous,From a limestone concretionary zone 235 feet above base of Steele shale.,Campanian,NA,,"NW1/4 sec. 26, T. 19 N., R. 88 W.","Unintacrinus socialis Grinnell, Ostrea congesta Conrad, Baculites sp., Desmoscaphites bassleri",Uintacrinus-Marsupites,J.H. Smith,1961,0,,,41.6014,-107.2779,"PP 450 D, PP 667, MF-1548, Bull 2113",,02/18/2014,"Unintacrinus socialis Grinnell, Ostrea congesta Conrad, Baculites sp.",,Steele,Desmoscaphites bassleri,Y,Ammonite,1,F
862,1021,98,4705,USA,WY,Hot Springs,Cretaceous,"Cody Shale, 1,000 ft below top.","Santonian, Upper.  83.91 MY",NA,,"SW¼SW¼ sec. 6, T. 47 N, R. 99 W. Same locality as D4704","Inoceramus patootensis de Loriol, Desmoscaphites bassleri Reeside",Desmoscaphites bassleri,Gill,1964,OF-64-12D,,,44.0669,-108.7908,,,02/18/2014,"Inoceramus patootensis de Loriol, Desmoscaphites bassleri Reeside",,Cody,Desmoscaphites bassleri Reeside,Y,Ammonite,1,F
863,623,740,7109,USA,WY,Carbon,Cretaceous,"Niobrara Shale, upper",,NA,,"NW1/4 SW1/4 sec. 34, T 23 N, R 87 W",Desmoscaphites erdmanni Cobban,,E.A. Merewether,25301,OF-69-13D,Rawlins NW,,41.92621,-107.21352,,,02/18/2014,Crassostrea sp.,MF-69-280,Niobrara,Desmoscaphites erdmanni Cobban,Y,Ammonite,1,F
864,114,110,4192,USA,WY,Big Horn,Cretaceous,"Cody Shale, 1,580 feet above base (10 feet above top of Niobrara Member)",Campanian,NA,,"N1/2 SE1/4 sec. 9, T. 54 N., R. 95 W.",Desmoscaphites? Sp,Desmoscaphites bassleri,"J. R. Gill, R. Vaughn",1962,,,,44.67067,-108.29404,,,02/18/2014,Desmoscaphites? Sp,,Cody,Desmoscaphites? sp.,Y,Ammonite,1,F
865,5632,49,3369,USA,WY,Carbon,Cretaceous,Basal part of marine shale overlying lower nonmarine sequence in Mesaverde Formation,Campanian,NA,,"NW1/4 NE1/4 NE1/4 sec. 28, T. 20 N., R. 78 W.","Anomia sp., Didymoceras sp.",,A. D. Zapp,22441,"OF-61-3D, 5D",,,41.68383,-106.16077,,,02/18/2014,"Anomia sp., Didymoceras sp.",,Mesaverde,Didymoceras sp.,Y,Ammonite,1,F
866,183,188,8842,USA,WY,Hot Springs,Cretaceous,"Cody Shale, from a gray limestone concretions 91' above base ",Campanian,NA,,"Near top of hill and east of road NW1/4 NW1/4 NE1/4 sec. 27, T. 43 N., R. 91 W.",Forresteria,,W. A. Cobban ,26944,,Packsaddle Creek  ,,43.67381,-107.76424,,,02/18/2014,Forresteria,,Cody,Forresteria,Y,Ammonite,1,F
867,877,83,9258,USA,WY,Park,Cretaceous ,Cody Shale,Campanian,NA,,"South side of Clarks Fork valley near center of the NE1/4 sec. 21, T. 56 N., R. 103 W.","Nuculana sp, Pseudoperna congesta (Conrad), Inoceramus browni Cragin, Syncyclonema sp, Cardium sp, Gastropods (sent to Sohl), Baculites sp, Forresteria  sp",,E.A Merewether ,27251,OER-74-19D,Deep Lake   ,,44.82234,-109.26518,,,02/18/2014,"Nuculana sp, Pseudoperna congesta (Conrad), Inoceramus browni Cragin, Syncyclonema sp, Cardium sp, Gastropods (sent to Sohl), Baculites sp, Forresteria  sp",,Cody,Forresteria sp.,Y,Ammonite,1,NA
868,1315,130,9252,USA,WY,Washakie,Cretaceous ,"Cody Shale, 5-25 feet above base",Campanian,NA,,"Willow Creek in the NE1/4 SW1/4 sec. 24, T. 44 N., R. 88 W.","Inoceramus rotundatus Fiege, Ostrea sp, Gastropods (sent to Sohl), Baculites yokoyamai Tokunaga and Shimizu, Scaphites sp, Forresteria sp, Placenticeras sp",Cremnoceramus erectus,E.A Merewether ,7/30/1974,OER-74-19D,Big Trails   ,,43.76341,-107.36335,,,02/18/2014,"Inoceramus rotundatus Fiege, Ostrea sp, Gastropods (sent to Sohl), Baculites yokoyamai Tokunaga and Shimizu, Scaphites sp, Forresteria sp, Placenticeras sp",,Cody,Forresteria sp.,Y,Ammonite,1,F
869,11362,425,12937,USA,WY,Crook,Cretaceous,From second unit of gray limestone concretions in Gammon Member,"Campanian, Lower about 81.7 MY",NA,,"Near center of N1/2NE1/4 sec. 25, T. 56 N., R. 68 W., 44°48 ' 50 "" lat., 104°57 ' long",Glyptoxoceras novimexicanum (Reeside)Baculites aquilaensis Reeside (late from). Scaphites hippocrepis (Dekay) III,Scaphites hippocrepis,"Merewether, Hansley, and Cobban",06.27.88,SPR-88-2D-6D,Cedar Ridge  ,,44.81389,-104.95,,,02/18/2014,Glyptoxoceras novimexicanum (Reeside)Baculites aquilaensis Reeside (late from). Scaphites hippocrepis (Dekay) III,CR-88-15,Gammon,Glyptoxoceras novimexicanum,Y,Ammonite,1,F
870,11372,490,12933,USA,WY,Crook,Cretaceous,Higher than D12932; near top of lower gammon ironstone sequence,,NA,,"SE1/4NE1/4NE1/4 sec. 25, T. 56 N., R. 68 W. 44°48 ' 50 "" lat., 104°57 ' long",Ichthyosarcolites coraloidea (Hall and Meek) Glyptoxoceras novimexicanum (Reeside) Baculites sp,Scaphites warreni,Hansley and Cobban,06.27.88,SPR-88-2D-6D,Cedar Ridge  ,,44.81389,-104.95,,,02/18/2014,Ichthyosarcolites coraloidea (Hall and Meek) Glyptoxoceras novimexicanum (Reeside) Baculites sp,CR-88-11,Gammon,Glyptoxoceras novimexicanum,Y,Ammonite,1,F
871,11374,796,12931,USA,WY,Crook,Cretaceous,"Pierre Shale, from about middle of the lower Gammon","Campanian, Lower about 81.7 MY",NA,,"SE1/4NE1/4NE1/4 sec. 25, T. 56 N., R. 68 W. 44°48 ' 50 "" lat., 104°57 ' long",Glyptoxoceras novimexicanum (Reeside) baculites aquilaensis Reeside. Scaphites hippocrepis (Dekay),Scaphites hippocrepis,"Merewether, P. L. Hansley, and Cobban",06.27.88,SPR-88-2D-6D,Cedar Ridge  ,,44.81389,-104.95,,,02/18/2014,Glyptoxoceras novimexicanum (Reeside) baculites aquilaensis Reeside. Scaphites hippocrepis (Dekay),CR-88-9,Gammon,Glyptoxoceras novimexicanum,Y,Ammonite,1,F
872,11378,852,12935,USA,WY,Crook,Cretaceous,"Pierre Shale, from top of lowest unit of gray limestone concretions in the lower Gammon","Campanian, Lower about 81.7 MY",NA,,"Near center of N1/2NE1/4 sec. 25, T. 56 N., R. 68 W., 44°48 ' 50 "" lat., 104°57 ' long",Lucina sp. Glyptoxoceras novimexicanum (Reeside). Baculites aquilaensis Reeside (late from). Scaphites hippocrepis (DeKay). Eutrephoceras sp. Bored wood,Scaphites hippocrepis,"Hansley, Merewether, and Cobban",06.27.88,SPR-88-2D-6D,Cedar Ridge  ,,44.81389,-104.95,,,02/18/2014,Lucina sp. Glyptoxoceras novimexicanum (Reeside). Baculites aquilaensis Reeside (late from). Scaphites hippocrepis (DeKay). Eutrephoceras sp. Bored wood,CR-88-13,Gammon,Glyptoxoceras novimexicanum,Y,Ammonite,1,F
873,1403,139,4592,USA,WY,Fremont,Upper Cretaceous,"Cody Shale, about 1,100 ft below top.",Campanian,NA,Scapphites hippocrepis,"East center SW¼SE¼ sec. 26, T. 28 N., R. 90 W.","Inoceramus balticus Boehm, Cymbophora sp., Baculites aquilaensis Reeside, Glyptoxoceras novimexicanum (Reeside)",Scaphites hippocrepis,"Givens, Reynolds and Gill",23624,OF-64-10D,Whiskey Peak ,,42.3639,-107.5485,"PP 619, MF-1548",,02/18/2014,"Inoceramus balticus Boehm, Cymbophora sp., Baculites aquilaensis Reeside, Glyptoxoceras novimexicanum (Reeside)",,Cody,Glyptoxoceras novimexicanum ,Y,Ammonite,1,F
874,1751,180,4694,USA,WY,Washakie,Cretaceous,"Cody Shale, from 25-foot glauconitic sandstone bed 1,120 ft below top.",Campanian,NA,,"NE¼NW¼ sec. 26, T. 44 N, R. 94 W.  ","Baculites aquilaensis Reeside, Glyptoxoceras novimexicanum (Reeside)",,Gill & Givens,1964,OF-64-12D,,,43.75822,-108.10899,PP 550 B,,02/18/2014,"Baculites aquilaensis Reeside, Glyptoxoceras novimexicanum (Reeside)",,Cody,Glyptoxoceras novimexicanum ,Y,Ammonite,1,F
875,553,418,2261,USA,WY,,Cretaceous,From sandstone 100-175 feet below the top of the Blair formation,"Campanian, Lower about 81.7 MY",NA,,"NW1/4 sec. 6, T. 18 N., R. 104 W","Ostrea russelli, Cardium (Ethmocardium) whitei, baculites haresi, Glyptoxoceras rubeyi, Scaphites hippocrepis, Placenticeras planum",Scaphites hippocrepis,J. H. Smith,1959,,,,41.5714,-109.19016,,,02/18/2014,"Ostrea russelli, Cardium (Ethmocardium) whitei, baculites haresi, Glyptoxoceras rubeyi, Scaphites hippocrepis, Placenticeras planum",,Blair,Glyptoxoceras rubeyi,Y,Ammonite,1,N
876,564,419,2262,USA,WY,,Cretaceous,From sandstone 100-175 feet below the top of the Blair formation,Campanian,NA,,"NW1/4 sec. 31, T. 19, N., R. 104 W","Hardouinia taylori, Ostrea russelli, Baculites haresi, Baculites cf. B. aquilaensis, Glyptoxoceras rubeyi",,J. H. Smith,1959,,,,41.58496,-109.18977,,,02/18/2014,"Hardouinia taylori, Ostrea russelli, Baculites haresi, Baculites cf. B. aquilaensis, Glyptoxoceras rubeyi",,Blair,Glyptoxoceras rubeyi,Y,Ammonite,1,N
877,352,311,3198,USA,WY,Natrona,Cretaceous,Dusky-red ironstone in Steele Shale 235 feet above Fishtooth sandstone.,Campanian,NA,,"N1/2 sec. 34, T. 40 N., R. 79 W.",Glyptoxoceras rubeyi (Reeside),,J. G. Gill,8/10/61; 1960,0,Midwest,,43.39521,-106.32127,,,02/18/2014,Glyptoxoceras rubeyi (Reeside),,Fishtooth,Glyptoxoceras rubeyi ,Y,Ammonite,1,F
878,353,312,3199,USA,WY,Natrona,Cretaceous,Dusky-red ironstone in Steele Shale 290 feet above Fishtooth sandstone.,Campanian,NA,,"N1/2 sec. 34, T. 40 N., R. 79 W.",Glyptoxoceras rubeyi (Reeside),,J. G. Gill,8/10/61; 1960,0,Midwest,,43.39521,-106.32127,,,02/18/2014,Glyptoxoceras rubeyi (Reeside),,Fishtooth,Glyptoxoceras rubeyi ,Y,Ammonite,1,F
879,2422,255,4724,USA,WY,Natrona,Cretaceous,"Cody shale, from small gray septarian limestone concretions 2,260 ft below top and below a prominet ridge of glauconitic sandstone.",Campanian,NA,,"SE¼NE¼NE¼ sec.23, T. 34 S.., R. 89 W.","Inoceramus cf.I. Balticus Boem, Balticus aquilaensis Reeside, Glyptoxoceras sp.",,Gill & Cobban,9/16/1964,OF-64-15D,,,42.90894,-107.46355,,,02/18/2014,"Inoceramus cf.I. Balticus Boem, Balticus aquilaensis Reeside, Glyptoxoceras sp.",,Cody,Glyptoxoceras sp.,Y,Ammonite,1,F
880,118862,367,3053,USA,WY,Carbon,Upper Cretaceous,"From about 1,468 feet above base of Steele shale.","Campanian, Lower about 81.7 MY",NA,,"NW1/4 sec. 14, T. 19 N., R. 88 W.","Baculites sp. Glyptoxoceras sp., Scaphites hippocrepis (dekay), Haresiceras placentiforme Reeside",Haresiceras placentiform and H. natronense,J.H. Smith,1961,0,,,41.6251,-107.2803,"PP 619, PP 667, MF-1548, PP 454",,02/18/2014,"Baculites sp. Glyptoxoceras sp., Scaphites hippocrepis (dekay), Haresiceras placentiforme Reeside",,Steele,Glyptoxoceras sp.,Y,Ammonite,1,F
881,99,95,1259,USA,WY,Fremont,Cretaceous,Cody shale (upper).,Campanian,NA,,"NE¼ sec. 6, T. 32 N., R. 91 W",Hamites,Haresiceras,H. D. Zeller,1956,,,,42.77873,-107.7642,PP 454-I,,02/18/2014,Hamites,,Cody,Hamites,Y,Ammonite,1,F
882,218,226,4916,USA,WY,Johnson,Cretaceous,"Cody Shale, from middle of ironstone-bearing unit overlying D4243.",Campanian,NA,,"At road fork SW¼NW¼NW¼sec. 26, T. 44N., R. 82W",Haresiceras,,W. A. Cobban,7/21/1965,,Nork Fork section,,43.75705,-106.67361,,,02/18/2014,Haresiceras,,Cody,Haresiceras,Y,Ammonite,1,F
883,306,1047,14237,USA,WY,Big Horn,Cretaceous,Upper part of Cody Shale,Campanian,NA,,Probably from Alkali anticline northwest of Greybull,Haresiceras,Haresiceras placentiform and H. natronense,Greene,1963,,,,44.62514,-108.31735,,,02/18/2014,,,Cody,Haresiceras,Y,Ammonite,1,F
884,1133,109,4682,USA,WY,Washakie,Upper Cretaceous,"Cody Shale, 1,560 ft below top.","Campanian, Lower about 81.7 MY",NA,,"SE¼NE¼SE¼ sec. 28, T. 44 N, R. 92 W.  ","Eutrephoceras alcesense Reeside, Baculites haresi Reeside, Scaphites hippocrepis (Dekay) (early form), Haresiceras montanaense (Reeside)",Scaphites hippocrepis,Gill & Givens,1964,OF-64-12D,,,43.753,-107.8987,"PP 550 B, PP 619",,02/18/2014,"Eutrephoceras alcesense Reeside, Baculites haresi Reeside, Scaphites hippocrepis (Dekay) (early form), Haresiceras montanaense (Reeside)",,Cody,Haresiceras montanaense ,Y,Ammonite,1,F
885,1502,150,5161,USA,WY,Carbon,Cretaceous,"Cody Shale, about 2,775 feet above base (about 1,350 feet above Niobrara)",Campanian,NA,,"South edge of NW¼SW¼NE¼ sec. 9 , T. 27 N.,R. 89 W.","Cymbophora sp., Baculites sp., Haresiceras montanaense (Reeside), fish scales",,Reynolds,9/24/1965,OF-65-11D,Muddy Gap ,,42.3282,-107.41252,MF-1548,,02/18/2014,"Cymbophora sp., Baculites sp., Haresiceras montanaense (Reeside), fish scales",,Cody,Haresiceras montanaense ,Y,Ammonite,1,F
886,2222,230,4181,USA,WY,Big Horn,Upper Cretaceous,"Cody Shale, from orange - brown sandy limestone concretions 160 feet above top of Niobrara Member",Campanian,NA,,"NE1/4 NW1/4 NW1/4 sec. 20, T. 49 N., R. 91 W.","Baculites haresi Reeside, Scaphites aquisgranensis Schluter, Haresiceras montanaense (Reeside)",Scaphites hippocrepis,"J. R. Gill, R. Vaughn",7/28/1962,,,,44.2106,-107.8183,PP 619,,02/18/2014,"Baculites haresi Reeside, Scaphites aquisgranensis Schluter, Haresiceras montanaense (Reeside)",,Cody,Haresiceras montanaense ,Y,Ammonite,1,F
887,1972,205,4681,USA,WY,Hot Springs,Upper Cretaceous,"Cody Shale, from gray limestone concretions 1,665 ft below top.","Campanian, Lower about 81.7 MY",NA,,"NE¼NE¼ sec. 26, T. 44 N, R. 93 W.","Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay) (Early form), Haresiceras MTense (Reeside)",,Gill & Givens,1964,OF-64-12D,,,43.7584,-107.9791,"PP 619, PP 550 B",,02/18/2014,"Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay) (Early form), Haresiceras MTense (Reeside)",,Cody,Haresiceras montanense ,Y,Ammonite,1,F
888,1584,158,5164,USA,WY,Carbon,Upper Cretaceous,"Cody Shale, about 300 feet below Cody sandstone of Weimer and Guyton","Campanian, Lower about 81.7 MY",NA,,"North edge SW¼NE¼SW¼ sec. 5 , T. 27 N., R. 89 W.","Inoceramus sp., Cymbophora sp., Baculites sp., Scaphites hippocrepis (Dekay), Haresiceras natronense Reeside",,Reynolds,9/25/1965,OF-65-11D,Muddy Gap ,,42.339,-107.4973,"PP 619, MF-1548",,02/18/2014,"Inoceramus sp., Cymbophora sp., Baculites sp., Scaphites hippocrepis (Dekay), Haresiceras natronense Reeside",,Cody,Haresiceras natronense Reeside,Y,Ammonite,1,F
889,1681,169,5166,USA,WY,Carbon,Cretaceous,"Cody Shale, about 800 feet below Cody sandstone of Weimer and Guyton, about 45 feet below lower of two glauconitic sandstone",Campanian,NA,,"Center of NW¼NW¼NW¼ sec. 22 , T. 27 N.,R. 89 W.","Baculites cf. B. aquilaensis Reeside, Haresiceras natronense Reeside",,Reynolds,9/27/1965,OF-65-11D,Muddy Gap,,42.30396,-107.46284,,,02/18/2014,"Baculites cf. B. aquilaensis Reeside, Haresiceras natronense Reeside",,Cody,Haresiceras natronense Reeside,Y,Ammonite,1,F
890,9313,980,5554,USA,WY,Carbon,Upper Cretaceous,"Steele Shale. Cody Shale, 603 ft below A sandstone","Campanian, Lower about 81.7 MY",NA,,"NW¼NW¼SW¼ sec. 7, T. 22 N., R. 86 W.","Anisomyon sp., Baculites sp., Scaphites hippocrepis (Dekay) (late form), Haresiceras natronense Reeside",Scaphites hippocrepis,Gill and Fleisher,8/24/1966,OF-66-3D,,,41.8911,-107.1565,"PP 619, PP 667",,02/18/2014,"Anisomyon sp., Baculites sp., Scaphites hippocrepis (Dekay) (late form), Haresiceras natronense Reeside",,Steele,Haresiceras natronense Reeside,Y,Ammonite,1,F
891,2532,269,4251,USA,WY,Johnson,Cretaceous,"Cody Shale, from unit with red and tan silty limestone concretions; 1,290 feet above top of Niobrara Member",Campanian,NA,,"SW/4 SE1/4 sec. 23, T. 44 N., R. 82 W.  . Same locality as D4248","Inoceramus cf. I. Balticus Boehm, Baculites sp., Haresiceras natronense Reeside?",Haresiceras placentiform and H. natronense,W. A. Cobban,23140,,,,43.76042,-106.66268,,,02/18/2014,"Inoceramus cf. I. Balticus Boehm, Baculites sp., Haresiceras natronense Reeside?",,Cody,Haresiceras natronense Reeside?,Y,Ammonite,1,F
892,1873,193,4182,USA,WY,Big Horn,Upper Cretaceous,"Cody Shale, from concretions 395 feet above top of Niobrara Member","Campanian, Lower about 81.7 MY",NA,,"NW1/4 NW1/4 NW1/4 sec. 20, T. 49 N., R. 91 W.","Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Scaphites aquisgranensis Schluter, Haresiceras placentiforme Reeside",Scaphites hippocrepis,"J. R. Gill, R. Vaughn, Burkholder, Cobban","5/9/63,7/28/62",,,,44.2105,-107.8218,PP 619,,02/18/2014,"Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Scaphites aquisgranensis Schluter, Haresiceras placentiforme Reeside",,Cody,Haresiceras placentiforme Reeside,Y,Ammonite,1,F
893,2391,247,4183,USA,WY,Big Horn,Cretaceous,"Cody Shale, from sandy limestone concretions in bentonitic shale 460 feet above top of Niobrara Member",Campanian,NA,,"SW1/4 NW1/4 NW1/4 NW1/4 sec. 20, T. 49 N., R. 91 W.","Baculites aquilaensis Reeside, Haresiceras placentiforme Reeside",,"J. R. Gill, R. Vaughn",7/28/1962,,,,44.20994,-107.82204,,,02/18/2014,"Baculites aquilaensis Reeside, Haresiceras placentiforme Reeside",,Cody,Haresiceras placentiforme Reeside,Y,Ammonite,1,F
894,2602,278,4198,USA,WY,Big Horn,Upper Cretaceous,"Cody Shale, from zone of large brown calcareous sandstone concretions","Campanian, Lower about 81.7 MY",NA,ELIASI,"West of Schio's Alkali anticline unit no. 6 well SE1/4 NW1/4 SE1/4 sec. 29, T. 55 N., R. 95 W.","Scaphites hippocrepis (DeKay), Scaphites aquisgranensis Schluter, Haresiceras placentiforme Reeside, Parapuzosia bradyi Miller & Youngquist",Scaphites hippocrepis,"R. E. Burkcholder, W,A Cobban",23197,,,,40.9117,-105.0476,PP 619,,02/18/2014,"Scaphites hippocrepis (DeKay), Scaphites aquisgranensis Schluter, Haresiceras placentiforme Reeside, Parapuzosia bradyi Miller & Youngquist",,Cody,Haresiceras placentiforme Reeside,Y,Ammonite,1,F
895,2763,295,4199,USA,WY,Big Horn,Upper Cretaceous,"Cody Shale, same level as D4198","Campanian, Lower about 81.7 MY",NA,REESIDEI,"SW1/4 sec. 20, T. 55 N., R. 95 W.","Baculites thomi Reeside, Scaphites hippocrepis (DeKay), Scaphites aquisgranensis Schluter, Haresiceras placentiforme Reeside",Haresiceras placentiform and H. natronense,"R. E. Burkcholder, W,A Cobban",23197,,,,40.76216,-105.04753,PP 619,,02/18/2014,"Baculites thomi Reeside, Scaphites hippocrepis (DeKay), Scaphites aquisgranensis Schluter, Haresiceras placentiforme Reeside",,Cody,Haresiceras placentiforme Reeside,Y,Ammonite,1,F
896,8863,367,3053,USA,WY,Carbon,Upper Cretaceous,"From about 1,468 feet above base of Steele shale.","Campanian, Lower about 81.7 MY",NA,,"NW1/4 sec. 14, T. 19 N., R. 88 W.","Baculites sp. Glyptoxoceras sp., Scaphites hippocrepis (dekay), Haresiceras placentiforme Reeside",Haresiceras placentiform and H. natronense,J.H. Smith,1961,0,,,41.6251,-107.2803,"PP 619, PP 667, MF-1548, PP 454",,02/18/2014,"Baculites sp. Glyptoxoceras sp., Scaphites hippocrepis (dekay), Haresiceras placentiforme Reeside",,Steele,Haresiceras placentiforme Reeside,Y,Ammonite,1,F
897,1043,100,4249,USA,WY,Johnson,Upper Cretaceous,"Cody Shale, 1,210 feet above top of Niobrara Member",Campanian,NA,,"SW/4 SE1/4 sec. 23, T. 44 N., R. 82 W.  . Same locality as D4248","Cymbophora sp., Baculites aquilaensis Reeside, Scaphites hippocerpis (DeKay), Haresiceras sp.",,W. A. Cobban,23140,,,,43.761,-106.6669,PP 619,,02/18/2014,"Cymbophora sp., Baculites aquilaensis Reeside, Scaphites hippocerpis (DeKay), Haresiceras sp.",,Cody,Haresiceras sp.,Y,Ammonite,1,F
898,1333,132,4241,USA,WY,Johnson,Cretaceous,"Cody Shale, 65 feet above top of Niobrara Member","Campanian, Lower about 81.7 MY",NA,,"NE1/4 NE1/4 sec. 27, T. 44 N., R. 82 W..","Inoceramus sp., Baculites sp., Scaphites hippocrepis (DeKay), Haresiceras sp.",Scaphites hippocrepis,"J. R. Gill, R. E. Eurkholder, W. A. Cobban",23140,,,,43.7566,-106.67775,,,02/18/2014,"Inoceramus sp., Baculites sp., Scaphites hippocrepis (DeKay), Haresiceras sp.",,Cody,Haresiceras sp.,Y,Ammonite,1,F
899,1712,172,5452,USA,WY,Carbon,Cretaceous,"Cody Shale, about same level as D5450",Campanian,NA,,"SE¼SW¼SE¼SE¼ sec. 4, T. 25 N., R. 89 W.","Baculites aquilaensis Reeside, Scaphites sp., Haresiceras sp.",,M. W. Reynolds,8/15/1966,OF-66-10D,Lamont and Bairoil ,,42.16089,-107.46727,,,02/18/2014,"Baculites aquilaensis Reeside, Scaphites sp., Haresiceras sp.",,Cody,Haresiceras sp.,Y,Ammonite,1,F
900,1992,207,4184,USA,WY,Big Horn,Cretaceous,"Cody Shale, from gray limestone concretions about 5 feet below a ridge - forming sandstone and 620 feet above top of Niobrara Member ","Campanian, Lower about 81.7 MY",NA,,"SW1/4 SE1/4 SE1/4 sec. 18, T. 49 N., R. 91 W.","Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Haresiceras sp.,  Placenticeras sp.",,"J. R. Gill, R. Vaughn,Cobban","5/9/63, 7/28/62",,,,44.21272,-107.82618,,,02/18/2014,"Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Haresiceras sp.,  Placenticeras sp.",,Cody,Haresiceras sp.,Y,Ammonite,1,F
901,291,396,3434,USA,WY,Johnson,Cretaceous,From limestone concretion in bentonite 730 feet below top of Cody Shale,Campanian,NA,,"N1/2 sec. 13, T. 49 N., R. 83 W.",Hoploscaphites n. sp,,J. R. Gill,7/23/1961,0,,,44.22024,-106.79118,,,02/18/2014,Hoploscaphites n. sp,,Cody,Hoploscaphites n. sp.,Y,Ammonite,1,F
902,2581,274,4260,USA,WY,Johnson,Cretaceous,"Cody Shale, from yellow - tan limestone concretion; 2,285 feet above top of  Niobrara Member",Campanian,NA,,"SE/4 SW1/4 sec. 24, T. 44 N., R. 82 W.  . Same locality as D4257","Baculites sp., Hoploscaphites n. sp.",,W. A. Cobban,23171,,,,43.76055,-106.64728,,,02/18/2014,"Baculites sp., Hoploscaphites n. sp.",,Cody,Hoploscaphites n. sp.,Y,Ammonite,1,F
903,9012,527,6297,USA,WY,Carbon,Cretaceous,Lower part of Steele Shale.,Campanian,NA,,"NE¼NE¼ sec. 33, T.21 N., R. 85 W","Inoceramus sp., Hoploscaphites sp.",,Gill & Bergman,24511,OF-67-7D,Walcott,,41.75276,-106.98632,,,02/18/2014,"Inoceramus sp., Hoploscaphites sp.",,Steele,Hoploscaphites sp.,Y,Ammonite,1,F
904,7741,177,4266,USA,WY,Johnson,Cretaceous,"Cody Shale, float from lower 40 feet of Shannon Sandstone",Campanian,NA,,"In deep gully SE1/4 NE1/4 sec. 26, T. 44 N., R. 82 W. Same locality as D4265","Baculites sp., Hoploscaphites? n. sp.",,"R. Burkholder, W. A. Cobban",23140,,,,43.75287,-106.65716,,,02/18/2014,"Baculites sp., Hoploscaphites? n. sp.",,Shannon,Hoploscaphites? n. sp.,Y,Ammonite,1,F
905,2113,219,4580,USA,WY,Carbon,Cretaceous,"Cody Shale, from limestone concretions in a bentonitic unit.",Campanian,NA,,"Center NW¼NE¼ sec. 8, T. 26 N., R. 89 W.","Cymbophora sp., Baculites sp., Indoscaphites n. sp.",,C. R. Givens and J. R. Gill,23622,OF-64-10D,Lamont ,,42.24541,-107.49085,MF-1548,,02/18/2014,"Cymbophora sp., Baculites sp., Indoscaphites n. sp.",,Cody,Indoscaphites n. sp.,Y,Ammonite,1,F
