Column1,X,Dnum,Country,State,County,Age,Formation,Stage,Age_Date,AmmoniteZone,LocDescr,Resume_of_Fauna,IndexFossil,Collector,Date,EandR,Map,USGS7.5,Lat_Pub,Long_Pub,Reference,Comments,last_modified,Orig_Resume_Fauna,FieldNum,species
5311,1909,13227,USA,WY,Natrona,Cretaceous,"Steele Shale, from alkalied ironstone bearing shale between 2 ft bentonite and Shannon Sandstone ","Campanian, Lower. about 80.9 MY",NA,,"NW1/4 NW1/4 sec. 8, T. 39 N., R. 78 W.",Baculites sp (smooth),,"E. A. Merewether, W. A. Cobban ",9/24/1991,0,Gillam Draw West ,,43.36915,-106.25037,,,02/18/2014,Baculites sp (smooth),,Baculites sp 
536,1917,13614,USA,WY,Carbon,Cretaceous,Shannon Sandstone,"Campanian, Lower. about 80.9 MY",NA,,"NE1/4NE1/4SW1/4 sec. 25, T. 21 N., R. 79 W",Baculites sp (smooth),,Cobban,1993,0,Pine Ridge  ,,41.76132,-106.2391,,,02/18/2014,Baculites sp (smooth),,Baculites sp 
36,161,6408,USA,WY,Sweetwater,Cretaceous,From 90 ft below Brooks Sandstone .,,NA,,"SW¼ sec.36 , T. 16N . , R. 103 W ",Baculites sp .,,James R . Gill,04/09/1967,OF-67-7D,,,41.32001,-108.96303,,,02/18/2014,Baculites sp .,,Baculites sp .
37,162,6400,USA,WY,Sweetwater,Cretaceous,Base of Chimney Rock Sandstone .,,NA,,"SW¼ sec.24 , T. 16N . , R. 103 W .",Baculites sp .,,Bergman,05/09/1967,OF-67-7D,,,41.34899,-108.96295,,,02/18/2014,Baculites sp .,,Baculites sp .
226,802,6376,USA,WY,Carbon,Cretaceous,"From 1,540 ft below the Allen Ridge Formation .",Campanian,NA,,"SE¼NE¼SE¼ sec. 26, T. 15 N., R. 89 W",Baculites sp .,,James R . Gill,8/29/1967,OF-67-7D,Tullis,,41.24078,-107.36436,MF-1548,,02/18/2014,Baculites sp .,,Baculites sp .
220,791,6379,USA,WY,Carbon,Cretaceous,Same level as D6378 .,"Campanian, Lower about 80.5 MY",NA,,"Center of west line of NW¼SE¼ sec.26 , T. 15N . , R. 89 W ",Baculites sp . (weak flank ribs ),,James R . Gill,8/27/1967,OF-67-7D,Tullis ,,41.24146,-107.37053,,,02/18/2014,Baculites sp . (weak flank ribs ),,Baculites sp . 
222,795,6377,USA,WY,Carbon,Cretaceous,"From 1,340 ft below the Allen Ridge Formation .","Campanian, Lower about 80.5 MY",NA,,"NW¼NE¼SE¼ sec.26 , T. 15N . , R. 89 W ",Baculites sp . (weak flank ribs ),,James R . Gill,8/27/1967,OF-67-7D,Tullis ,,41.24235,-107.36698,,,02/18/2014,Baculites sp . (weak flank ribs ),,Baculites sp . 
23,98,4695,USA,WY,Hot Springs,Cretaceous,"Cody Shale, 870 ft below top.",Campanian,NA,,"SE¼NE¼ sec. 25, T. 44 N, R. 93 W.",Baculites sp.,,Gill & Givens,1964,OF-64-12D,,,43.75478,-109.95926,PP 550 B,,02/18/2014,Baculites sp.,,Baculites sp.
38,163,6395,USA,WY,Sweetwater,Cretaceous,From 60  ft below Brooks  sandstone; top of  interlaminated sandstone and shale unit .,,NA,,"SW¼ sec.36 , T. 16N . , R. 103 W ",Baculites sp.,,Bergman,04/09/1967,OF-67-7D,,,41.31983,-108.96291,,,02/18/2014,Baculites sp.,,Baculites sp.
120,432,4689,USA,WY,Washakie,Cretaceous,"Cody Shale, 270 ft below top.","Campanian, Lower. about 80.9 MY",NA,,"NE¼NW¼ sec. 22, T. 44 N, R. 92 W.  ","Baculites sp., (smooth)",,Gill & Givens,1964,OF-64-12D,,,43.7751,-107.8893,PP 550 B,,02/18/2014,"Baculites sp., (smooth)",,Baculites sp.
135,502,4675,USA,WY,Washakie,Cretaceous,"Cody Shale, from orange-brown limestone concretions 660 ft below top.","Campanian, Lower. about 80.9 MY",NA,,"NW¼ sec. 35, T. 44 N, R. 90 W.  ","Baculites sp., (dominantly smooth)",,J. R. Gill,8/22/1964,OF-64-12D,,,43.74416,-107.63001,,,02/18/2014,"Baculites sp., (dominantly smooth)",,Baculites sp.
136,504,4732,USA,WY,Fremont,Cretaceous,"Cody shale, 460 ft below top .",Campanian,NA,,"SW¼NE¼ sec.16, T. 34 N., R. 90 W.",Baculites sp.,Baculites eliasi,Gill & Givens,1964,OF-64-15D,,,42.92114,-107.62767,,,02/18/2014,Baculites sp.,,Baculites sp.
149,555,4589,USA,WY,Fremont,Cretaceous,"Lewis Shale, about 200 ft above base.",Maastrichtian,NA,,"West center SW¼NW¼ sec. 36, T. 28 N., R. 90 W.",Baculites sp.,,Reynolds,02/09/1964,OF-64-10D,Whiskey Peak ,,42.35669,-107.54117,,,02/18/2014,Baculites sp.,,Baculites sp.
150,556,4590,USA,WY,Fremont,Cretaceous,"Lewis Shale, about 60 ft above base.",Maastrichtian,NA,,"North center SW¼NW¼ sec. 36, T. 28 N., R. 90 W.",Baculites sp.,,Reynolds,03/09/1964,OF-64-10D,Whiskey Peak ,,42.35766,-107.54018,MF-1548,,02/18/2014,Baculites sp.,,Baculites sp.
151,559,4587,USA,WY,Fremont,Cretaceous,"Cody Shale, about 250 ft below top.",Campanian,NA,,"NW¼SW¼SW¼NE¼ sec. 36, T. 28 N., R. 90 W.",Baculites sp.,,Reynolds,8/29/1964,OF-64-10D,Whiskey Peak,,42.35644,-107.53206,,,02/18/2014,Baculites sp.,,Baculites sp.
162,611,4386,USA,WY,,Cretaceous,Lewis Shale.,Maastrichtian,NA,,"Center NE¼NW¼SW¼SW¼ sec. 5, T. 27 N., R. 89 W.",Baculites sp.,,M. W. Reynolds,8/16/1963,,,,42.33691,-107.50119,,,02/18/2014,Baculites sp.,,Baculites sp.
167,623,5163,USA,WY,Carbon,Cretaceous,"Cody Shale, about 950 feet below Cody sandstone of Weimer and Guyton",Campanian,NA,,"Northeast corner SW¼NW¼SE¼ sec. 5 , T. 27 N., R. 89 W.",Baculites sp.,,Reynolds,9/25/1965,OF-65-11D,Muddy Gap,,42.33856,-107.4912,,,02/18/2014,Baculites sp.,,Baculites sp.
169,640,4674,USA,WY,Washakie,Cretaceous,"Cody Shale, same level as G64-13-10","Campanian, Lower about 80.5 MY",NA,,"SE¼ sec. 1, T. 44 N, R. 89 W.  ","Baculites sp., (Weak flank ribs)",,J. R. Gill,8/22/1964,OF-64-12D,,,43.80817,-107.48182,,,02/18/2014,"Baculites sp., (Weak flank ribs)",,Baculites sp.
170,641,4676,USA,WY,Washakie,Cretaceous,"Cody Shale, same level as G64-13-11","Campanian, Lower. about 80.9 MY",NA,,"SE¼ sec. 1, T. 44 N, R. 89 W.  ","Baculites sp., (dominantly smooth)",,J. R. Gill,8/22/1964,OF-64-12D,,,43.80817,-107.48182,,,02/18/2014,"Baculites sp., (dominantly smooth)",,Baculites sp.
178,665,9955,USA,WY,Carbon,Cretaceous,"Lewis Shale, near base of Dad Sandstone Member",Maastrichtian,NA,,"NW-1/4 SW-1/4 sec. 7, T. 19 N., R. 89 W.",Baculites sp.,,Judy Back,1976,CD-76-21D,Bridger Pass ,,41.63392,-107.46836,,,02/18/2014,Baculites sp.,,Baculites sp.
179,667,5451,USA,WY,Carbon,Cretaceous,"Cody Shale, about 75 feet below glauconitic sandstone",Campanian,NA,,"North center SW¼SE¼SE¼ sec. 4, T. 25 N., R. 89 W",Baculites sp.,,M. W. Reynolds,8/15/1966,OF-66-10D,Lamont and Bairoil ,,42.16169,-107.4679,,,02/18/2014,Baculites sp.,,Baculites sp.
186,707,6322,USA,WY,Carbon,Cretaceous,"Cody Shale, from glauconitic sandstone about 100 ft below lowest sandstone in Reynold's Separation Rim section.",Campanian,NA,,"Center of SW¼SW¼ sec. 23, T.24 N., R. 89 W",Baculites sp.,,James R. Gill,08/08/1967,OF-67-7D,Separation Rim,,42.03166,-107.42513,,,02/18/2014,Baculites sp.,,Baculites sp.
1911,715,5158,USA,WY,Carbon,Cretaceous,"Cody Shale, from lowest ridge of thick glauconitic sandstone",,NA,,"Center of SE¼SW¼ sec. 2 , T. 24 N.,R. 89 W.","noceramus sp., Baculites sp.",,"Reynolds, Merewether, Gill, Landis & Cobban",09/11/1965,OF-65-11D,Separation Rim ,,42.075,-107.41982,,,02/18/2014,"noceramus sp., Baculites sp.",,Baculites sp.
192,726,6330,USA,WY,Carbon,Cretaceous,"Lewis Shale. From 1,870 ft above base (Unit 19 of Indian Springs section).",Maastrichtian,NA,,"SE¼SE¼ sec. 14, T. 22 N., R. 89 W.",Baculites sp.,,James R. Gill,08/10/1967,OF-67-7D,Rawlins Peak,,41.87239,-107.41094,PP 667,,02/18/2014,Baculites sp.,,Baculites sp.
198,742,6341,USA,WY,Carbon,Cretaceous,Top of Deep Creek Sandstone.,Campanian,NA,,"SE¼NW¼ sec. 12, T. 22 N., R. 89 W.",Baculites sp.,,James R. Gill,08/11/1967,OF-67-7D,Rawlins Peak ,,41.89384,-107.4015,,,02/18/2014,Baculites sp.,,Baculites sp.
204,750,6324,USA,WY,Carbon,Cretaceous,"Cody shale, same level as D6316.",Campanian,NA,,"NW¼NE¼ sec. 36, T. 23 N., R. 89 W",Baculites sp.,,James R. Gill,08/09/1967,OF-67-7D,Rawlins Peak,,41.92672,-107.39669,,,02/18/2014,Baculites sp.,,Baculites sp.
2111,772,6313,USA,WY,Carbon,Cretaceous,"Cody Shale, from 20 ft below 20-foot sandstone in upper part.",Campanian,NA,,"SE¼NW¼ sec. 7, T. 22 N., R. 88 W",Baculites sp.,,James R. Gill,08/08/1967,OF-67-7D,Rawlins Peak,,41.8937,-107.3822,,,02/18/2014,Baculites sp.,,Baculites sp.
214,778,6348,USA,WY,Carbon,Cretaceous,"Cody Shale, 450 ft above D6347 (2 ft above base of unit 17 of Point of Rocks section).",Campanian,NA,,"NW¼SW¼SE¼ sec. 19, T. 22 N., R. 88 W.",Baculites sp.,,James R. Gill,08/12/1967,OF-67-7D,Rawlins Peak ,,41.85856,-107.37865,,,02/18/2014,Baculites sp.,,Baculites sp.
223,796,6335,USA,WY,Carbon,Cretaceous,"Cody Shale, from near base of interlaminated shale and sandstone about 500 ft below lowest ridge in upper part.",Campanian,NA,,"NW¼ sec. 5, T. 21 N., R. 88 W.",Baculites sp.,,James R. Gill,08/10/1967,OF-67-7D,Rawlins Peak ,,41.82366,-107.36586,,,02/18/2014,Baculites sp.,,Baculites sp.
224,798,6337,USA,WY,Carbon,Cretaceous,"Cody Shale, about 400 ft above D6336.",Campanian,NA,,"NW¼ sec. 5, T. 21 N., R. 88 W.",Baculites sp.,,James R. Gill,08/10/1967,OF-67-7D,Rawlins Peak ,,41.82366,-107.36586,,,02/18/2014,Baculites sp.,,Baculites sp.
225,800,6339,USA,WY,Carbon,Cretaceous,"Cody Shale, from middle of fourth  sandstone ridge in upper part.",Campanian,NA,,"NW¼ sec. 5, T. 21 N., R. 88 W.",Baculites sp.,,James R. Gill,08/10/1967,OF-67-7D,Rawlins Peak ,,41.82366,-107.36586,,,02/18/2014,Baculites sp.,,Baculites sp.
231,834,6363,USA,WY,Carbon,Cretaceous,About  265 ft  above base of Deep Creek Sandstone.,Campanian,NA,,"Center of sec.17, T. 19 N., R. 88 W",Baculites sp.,,James R. Gill,8/17/1967,OF-67-7D,,,41.62077,-107.33366,PP 667,,02/18/2014,Baculites sp.,,Baculites sp.
246,914,4741,USA,WY,Natrona,Cretaceous,"Cody Shale, from gray limestone concretions in 20 ft white sandstone 1,450 ft below top.",Campanian,NA,,"NE¼SE¼SW¼ sec .29, T. 37N, R. 86W.",Baculites sp.,Baculites eliasi,Gill & Givens,1965,OF-65-1D,,,43.14289,-107.19132,,,02/18/2014,Baculites sp.,,Baculites sp.
251,929,7101,USA,WY,Carbon,Cretaceous,"Steele Shale, middle part",Campanian,NA,,"SW1/4 NW1/4 sec. 1, T 22 N, R 87 W",Baculites sp.,,E.A. Merewether,6/23/1969,OF-69-13D,Rawlins NW,,41.90831,-107.17468,,,02/18/2014,Prionocyclus wyomingensis Meek var. elegans Haas,MF-69-36,Baculites sp.
252,930,7100,USA,WY,Carbon,Cretaceous,"Steele Shale, about 50' below top of Steele Shale",Campanian,NA,,"SE1/4 SE1/4 sec. 36, T 23 N, R 87 W",Baculites sp.,,E.A. Merewether,6/23/1969,OF-69-13D,Rawlins NW,,41.91586,-107.16095,,,02/18/2014,Baculites sp. (smooth to weakly ribbed),MF-69-34,Baculites sp.
255,946,7118,USA,WY,Carbon,Cretaceous,Haystack Mountains Formation. From about 50 ft above the Tapers Ranch Sandstone Mbr.,Campanian,NA,,"NE1/4 NW1/4  sec. 31, T. 23 N., R. 86 W.",Baculites sp.,,E. A. Merewether,8/31/1969,OF-69-13D,Rawlins NW  ,,41.92705,-107.15092,,,02/18/2014,Baculites sp.,,Baculites sp.
256,947,7119,USA,WY,Carbon,Cretaceous,Haystack Mountains Formation. From about 80 ft above the Tapers Ranch Sandstone Mbr.,Campanian,NA,,"NE1/4 NW1/4  sec. 31, T. 23 N., R. 86 W.",Baculites sp.,,E. A. Merewether,8/31/1969,OF-69-13D,Rawlins NW  ,,41.92705,-107.15092,,,02/18/2014,Baculites sp.,,Baculites sp.
2581,984,5569,USA,WY,Carbon,Cretaceous,"Cody Shale, 175 ft below serrate sandstone",Campanian,NA,,"SW¼ sec. 17, T. 23 N., R. 86 W.","pyriporoid bryozoan, Baculites sp.",,J. R. Gill,9/21/1966,OF-66-3D,Rawlins NW,,41.96084,-107.13379,,,02/18/2014,"pyriporoid bryozoan, Baculites sp.",,Baculites sp.
259,987,5572,USA,WY,Carbon,Cretaceous,"Cody Shale, 449 ft above serrate sandstone",Campanian,NA,,"SW¼ sec. 17, T. 23 N., R. 86 W.",Baculites sp.,,J. R. Gill,9/21/1966,OF-66-3D,Rawlins NW,,41.96084,-107.13379,,,02/18/2014,Baculites sp.,,Baculites sp.
275,1055,6119,USA,WY,Carbon,Cretaceous,"Lewis Shale, lower part; float in alluvium",Maastrichtian,NA,,"NE¼SE¼ sec.26, T. 24 N., R. 86 W",Baculites sp.,,E. A. Merewether,1967,OF-67-8D,Wild Horse Mtn.,,42.02083,-107.06336,,,02/18/2014,Baculites sp.,,Baculites sp.
278,1061,4658,USA,WY,Natrona,Cretaceous,"Cody Shale, from sandstone 1,340 ft below top.",Campanian,NA,,"SE¼SW¼ sec. 29, T. 36 N, R. 85 W.",Baculites sp.,,Gill & Givens,1964,OF-64-13D,,,43.05673,-107.05834,,,02/18/2014,Baculites sp.,,Baculites sp.
291,1116,7099,USA,WY,Carbon,Cretaceous,Haystack Mountain Fm.,Campanian,NA,,"SW1/4 NE1/4 sec. 17, T 25 N, R 85 W",Baculites sp.,,E.A. Merewether,6/20/1969,OF-69-13D,Bradley Peak,,42.1395,-107.02482,,,02/18/2014,Baculites obtusus Meek (early form),MF-69-15,Baculites sp.
292,1118,6112,USA,WY,Carbon,Cretaceous,"Lewis Shale, upper part",Maastrichtian,NA,,"SE¼SE¼SE¼ sec. 30, T. 24 N., R. 85 W.",Baculites sp.,,E. A. Merewether,7/25/1967,OF-67-8D,Wild Horse Mtn.,,42.01596,-107.0239,,,02/18/2014,Baculites sp.,,Baculites sp.
312,1180,6618,USA,WY,Carbon,Cretaceous,Haystack Mountains Formation?,Campanian,NA,,"SE¼NE¼ sec. 26, T. 25 N., R. 85 W. ,",Baculites sp.,,E.A. Merewether,5/21/1905,OF-68-11D,Seminoe Dam SW ,,42.1102,-106.96192,PP 667,,02/18/2014,Baculites sp.,,Baculites sp.
336,1241,6358,USA,WY,Carbon,Cretaceous,Top of Hatifield Sandstone.,Campanian,NA,,"NE¼¼SW¼ sec. 1, T. 18 N., R. 85 W.",Baculites sp.,,James R. Gill,8/15/1967,OF-67-7D,,,41.5601,-106.91342,,,02/18/2014,Baculites sp.,,Baculites sp.
352,1298,5552,USA,WY,Carbon,Cretaceous,"Cody Shale, about 100 ft above lowest sandstone",Campanian,NA,,"NE¼NW¼ sec. 24, T. 21 N., R. 84 W.",Baculites sp.,,J. R. Gill,1966,OF-66-3D,,,41.78131,-106.82161,,,02/18/2014,Baculites sp.,,Baculites sp.
358,1324,4288,USA,WY,Johnson,Cretaceous,"Cody Shale, near base of unit 41 of Hose",Campanian,NA,,"NE1/4 sec. 13, T. 49 N., R. 83 W.  . Same locality as G63 - 54",Baculites sp.,,"J. R. Gill, R. Burkholder",09/12/1963,,,,44.22006,-106.78567,,,02/18/2014,Baculites sp.,,Baculites sp.
359,1325,4289,USA,WY,Johnson,Cretaceous,"Cody Shale, about 78 feet above base of unit 41 of Hose",Campanian,NA,,"NE1/4 sec. 13, T. 49 N., R. 83 W.  . Same locality as G63 - 54",Baculites sp.,,J. R. Gill,09/12/1963,,,,44.22006,-106.78567,,,02/18/2014,Baculites sp.,,Baculites sp.
360,1326,4290,USA,WY,Johnson,Cretaceous,"Cody Shale, about 75 feet above D4289",Campanian,NA,,"NE1/4 sec. 13, T. 49 N., R. 83 W.  . Same locality as G63 - 54",Baculites sp.,,"J. R. Gill, W. A. Cobban",09/12/1963,,,,44.22006,-106.78567,,,02/18/2014,Baculites sp.,,Baculites sp.
361,1328,4292,USA,WY,Johnson,Cretaceous,"Cody Shale, about 100 feet above base of unit 42 of Hose",Campanian,NA,,"NE1/4 sec. 13, T. 49 N., R. 83 W.  . Same locality as G63 - 54",Baculites sp.,,W. A. Cobban,09/12/1963,,,,44.22006,-106.78567,,,02/18/2014,Baculites sp.,,Baculites sp.
412,1509,4252,USA,WY,Johnson,Cretaceous,"Cody Shale, from unit with gray limestone concretions below the Shannon Sandstone; 1,445 feet above top of Niobrara Member",Campanian,NA,,"SW/4 SE1/4 sec. 23, T. 44 N., R. 82 W.  . Same locality as D4248",Baculites sp.,,W. A. Cobban,09/05/1963,,,,43.76042,-106.66268,,,02/18/2014,Baculites sp.,,Baculites sp.
416,1523,4265,USA,WY,Johnson,Cretaceous,"Cody Shale, about 15 feet below a 2.8 - foot bentonite bed that underlies Shannon Sandstone Member",Campanian,NA,,"In deep gully in the SE1/4 NE1/4 sec. 26, T. 44 N., R. 82 W.",Baculites sp.,,J. R. Gill,09/05/1963,,,,43.75287,-106.65716,,,02/18/2014,Baculites sp.,,Baculites sp.
4191,1543,4256,USA,WY,Johnson,Cretaceous,"Cody Shale, from gray and brown limestone concretions about 10 feet below thick bed of bentonite; 2,015 feet above top of Niobrara Member",Campanian,NA,,"SW/4 SW1/4 sec. 24, T. 44 N., R. 82 W.  . Same locality as D4253","pyriporid bryozoan, Baculites sp.",,"R. Burkholder, W. A. Cobban",09/05/1963,,,,43.76052,-106.6525,,,02/18/2014,"pyriporid bryozoan, Baculites sp.",,Baculites sp.
422,1559,4257,USA,WY,Johnson,Cretaceous,"Cody Shale, from gray laminated limestone concretions about 20 feet above thick bed of bentonite; 2,045 feet above Niobrara Member",Campanian,NA,,"SE/4 SW1/4 sec. 24, T. 44 N., R. 82 W.  . ",Baculites sp.,,W. A. Cobban,09/06/1963,,,,43.76055,-106.64728,,,02/18/2014,Baculites sp.,,Baculites sp.
473,1742,5847,USA,WY,Carbon,Cretaceous,"Mesaverde Formation, North Platte Member.",Campanian,NA,,"SW¼ sec.12, T.21 N., R.81W",Baculites sp.,,Gill & Cobban,06/03/1967,OF-67-3D,,,41.80104,-106.47563,,,02/18/2014,Baculites sp.,,Baculites sp.
483,1763,4167,USA,WY,Natrona,Cretaceous,Top of Shannon Sandstone,Campanian,NA,," SE1/4 sec. 14, T. 39 N., R. 80 W.",Baculites sp.,,"J. R. Gill, R. Vaughn",07/05/1962,,,,43.3442,-106.41397,,,02/18/2014,Baculites sp.,,Baculites sp.
487,1767,3245,USA,WY,Natrona,Cretaceous,Basal ledge of three ledges of Shannon Sandstone Member of Steele Shale.,Campanian,NA,,"NE1/4 sec. 1, T. 40 N., R. 80 W.",Baculites sp.,,W. A. Cobban,9/16/1960,0,Goverenment Creek,,43.46763,-106.40597,,,02/18/2014,Baculites sp.,,Baculites sp.
495,1799,3250,USA,WY,Natrona,Cretaceous,Ironstone concretions in Steele Shale 25 feet above base of unit 1 of Gill's section and 38 feet below Sussex Sandstone Member.,Campanian,NA,,"E1/2 sec. 17, T. 40 N., R. 79 W.",Baculites sp.,,J. G. Gill,9/16/1960,0,Midwest,,43.43484,-106.35592,,,02/18/2014,Baculites sp.,,Baculites sp.
496,1800,3251,USA,WY,Natrona,Cretaceous,Ironstone concretions in Steele Shale 25 in upper 15 feet of unit 1 of Gill's section and 0-15 feet below base Sussex Sandstone Member.,Campanian,NA,,"E1/2 sec. 17, T. 40 N., R. 79 W.",Baculites sp.,,J. G. Gill,9/16/1960,0,Midwest,,43.43484,-106.35592,,,02/18/2014,Baculites sp.,,Baculites sp.
5101,1850,5534,USA,WY,Carbon,Cretaceous,"Lewis shale, about 100 ft below eliasi sandstone",Maastrichtian,NA,,"NW¼NW¼ sec. 18, T. 20 N., R. 79 W.","membraniporoid bryozoan, Baculites sp.",,"J. R. Gill , R. Fleisher",08/11/1966,OF-66-3D,"(TL ranch , )",,41.71166,-106.32348,,,02/18/2014,"membraniporoid bryozoan, Baculites sp.",,Baculites sp.
526,1891,4235,USA,WY,Carbon,Cretaceous,"Steele Shale, from gray iron - stained limestone concretions 35 feet below a ridge - forming glauconitic sandstone bed",Campanian,NA,,"One mile southwest of Allen Lake, NW1/4 sec. 10, T. 22 N., R. 79 W.",Baculites sp.,,"J. R. Gill, R. E. Eurkholder, W. A. Cobban",09/04/1963,,,,41.89664,-106.28328,,,02/18/2014,Baculites sp.,,Baculites sp.
527,1897,4325,USA,WY,Carbon,Cretaceous,Lewis Shale.,Maastrichtian,NA,,"NE¼SE¼SW¼ sec. 21, T. 20 N., R. 79 W",Baculites sp.,,Hyden & McAndrews,1963,,,,41.68743,-106.28254,,,02/18/2014,Baculites sp.,,Baculites sp.
540,1929,3235,USA,WY,Natrona,Cretaceous,Top of Sussex Sandstone Member of Steele Shale.,Campanian,NA,,"NW1/4SW1/4 sec. 3, T. 38 N., R. 79 W.",Baculites sp.,,J. G. Gill,8/10/61; 1960,0,Midwest,,43.26167,-106.22953,,,02/18/2014,Baculites sp.,,Baculites sp.
541,1930,3236,USA,WY,Natrona,Cretaceous,from sandy limestone concretions in Steele Shale 20 feet above Ardmore Bentonite Bed.,Campanian,NA,,"NW1/4SW1/4 sec. 3, T. 38 N., R. 79 W.",Baculites sp.,,J. G. Gill,8/10/61; 1960,0,Midwest,,43.26167,-106.22953,,,02/18/2014,Baculites sp.,,Baculites sp.
542,1939,3220,USA,WY,Natrona,Cretaceous,Limestone concretions in Steele Shale about 445 feet above base of  Sussex Sandstone Member.,Campanian,NA,,"SW1/4SE1/4 sec. 4, T. 38 N., R. 78 W.",Baculites sp.,,J. G. Gill,8/10/61; 1960,0,Gilliam Draw West,,43.28687,-106.21965,,,02/18/2014,Baculites sp.,,Baculites sp.
555,2015,5526,USA,WY,Carbon,Cretaceous,"Steele Shale, from ledge-forming sandstone about 2,700 ft above Niobrara",Campanian,NA,,Same locality as D5525,Baculites sp.,,J. R. Gill,8/15/1966,OF-66-3D,,,41.80096,-106.1291,,,02/18/2014,Baculites sp.,,Baculites sp.
605,2199,4335,USA,WY,Albany,Cretaceous,Steele Shale.,Campanian,NA,,"NE¼SW¼ sec. 7, T. 20 N., R. 73 W.",Baculites sp.,,H. McAndrews,1963,,,,41.72065,-105.62923,,,02/18/2014,Baculites sp.,,Baculites sp.
631,2303,12932,USA,WY,Crook,Cretaceous,A little higher in the Gammon member,,NA,,"SE1/4NE1/4NE1/4 sec. 25, T. 56 N., R. 68 W. 44°48 ' 50 "" lat., 104°57 ' long",Baculites sp.,,P. L. Hansley,06.27.88,SPR-88-2D-6D,Cedar Ridge  ,,44.81389,-104.95,,,02/18/2014,Baculites sp.,CR-88-10,Baculites sp.
904,2983,2133,USA,WY,,Cretaceous,"From lower part of Pierre shale, in soft black shale overlying Sharon Springs member",Campanian,NA,,"NE1/4 SE1/4 NW1/4 sec. 10, T. 44 N., R. 61 W",Baculites sp.,,W. J Mapel,1959,,,,43.81052,-104.17108,,,02/18/2014,Baculites sp.,,Baculites sp.
918,3018,12929,USA,WY,Niobrara,Cretaceous,"Pierre Shale, from limestone concretion in lower part of Gammon Member",Campanian,NA,,"NW1/4NW1/4 sec. 32, T. 39 N., R. 60 W., 43°19 ' lat., 104°06 ' long",Baculites sp.,,Merewether ,06.25.88,SPR-88-2D-6D,,,43.31667,-104.1,,,02/18/2014,Baculites sp.,MC-99-6,Baculites sp.
82,313,4029,USA,WY,Big Horn,Cretaceous,"Cody Shale, from top of Claggett Shale equivalent","Campanian, Lower about 80.5 MY",NA,,"SE1/4 NW1/4 sec. 7, T. 55 N., R. 95 W.",Baculites sp. (weak flank ribs),,R. L. Rioux,07/01/1963,,,,44.76146,-108.34642,,,02/18/2014,Baculites sp. (weak flank ribs),,Baculites sp. 
164,618,8414,USA,WY ,Carbon,Cretaceous,"Steele Shale, Espy Member","Campanian, Middle  80.04 MY",NA,,"NW1/4 SE1/4  sec. 2, T. 17 N., R. 90 W.  ",Baculites sp. (obtusus type),,"C. S. V. Barclay, G. P. Eager ",1972,OF-72-3D,Ketchum Buttes  ,,41.47534,-107.49652,,,02/18/2014,Baculites sp. (obtusus type),,Baculites sp. 
213,777,4718,USA,WY,Natrona,Cretaceous,"Cody Shale, from gray sandy limestone concretions 1,320 ft below top.","Campanian, Lower. about 80.9 MY",NA,,"SE¼SE¼ sec. 16, T. 34 N, R. 88 W.",Baculites sp. (smooth),,J. R. Gill and R. C. Givens,1964,OF-64-15D,,,42.91352,-107.38131,,,02/18/2014,Baculites sp. (smooth),,Baculites sp. 
215,779,6349,USA,WY,Carbon,Cretaceous,"Cody Shale, 420 ft above D6348 ( From thin-bedded sandstone in unit 23). section).","Campanian, Lower about 80.5 MY",NA,,"NW¼SW¼SE¼ sec. 19, T. 22 N., R. 88 W.",Baculites sp. (weak flank ribs),,James R. Gill,08/12/1967,OF-67-7D,Rawlins Peak ,,41.85856,-107.37865,MF-1548,,02/18/2014,Baculites sp. (weak flank ribs),,Baculites sp. 
216,780,6346,USA,WY,Carbon,Cretaceous,"Cody Shale, about 75 ft above D6345.",Campanian,NA,,"Center of SW¼SE¼ sec. 19, T. 22 N., R. 88 W",Baculites sp. (single juvenile),,James R. Gill,08/12/1967,OF-67-7D,Rawlins Peak ,,41.85786,-107.37748,,,02/18/2014,Baculites sp. (single juvenile),,Baculites sp. 
218,788,6344,USA,WY,Carbon,Cretaceous,"Cody shale, from yellowish limestone concretions 340 ft above D6035 ( unit 8 of Point of Rocks section).","Campanian, Lower. about 80.9 MY",NA,,"SE¼SE¼ sec. 19, T. 22 N., R. 88 W.",Baculites sp. (Smooth),,James R. Gill,08/12/1967,OF-67-7D,Rawlins Peak ,,41.85778,-107.3726,MF-1548,,02/18/2014,Baculites sp. (Smooth),,Baculites sp. 
219,789,6345,USA,WY,Carbon,Cretaceous,"Cody shale, from reddish ironstone concretions about 50 ft above D6344.","Campanian, Lower about 80.5 MY",NA,,"SE¼SE¼ sec. 19, T. 22 N., R. 88 W.",Baculites sp. (weak flank ribs),,James R. Gill,08/12/1967,OF-67-7D,Rawlins Peak ,,41.85778,-107.3726,"MF-1548, ",,02/18/2014,Baculites sp. (weak flank ribs),,Baculites sp. 
250,926,7115,USA,WY,Carbon,Cretaceous,Steele Shale From upper half,Campanian,NA,,"SE1/4SE1/4 sec. 26, T.23N, R 87W",Baculites sp. ,,E. A. Merewether,1969,OF-69-13D,Rawlins NW  ,,41.93054,-107.18002,,,02/18/2014,Baculites sp. ,,Baculites sp. 
